Fan,Refrigerator,AirConditioner,Television,Monitor,MotorPump,Month,City,Company,MonthlyHours,TariffRate,ElectricityBill,totalAppliances,CostPerAppliance
23,22.0,0.0,5.0,12.0,0,7,6,29,668,8.7,5811.599999999999,62.0,93.73548387096773
10,23.0,3.0,21.0,1.0,0,7,9,21,595,9.3,5533.5,58.0,95.40517241379311
20,23.0,0.0,19.0,1.0,0,4,6,9,572,8.7,4976.4,63.0,78.99047619047619
22,22.0,1.0,5.0,12.0,0,1,8,31,469,8.9,4174.1,62.0,67.3241935483871
20,23.0,0.0,15.0,1.0,0,7,1,15,673,8.8,5922.400000000001,59.0,100.37966101694916
15,22.0,2.0,6.0,1.0,0,5,0,13,549,7.9,4337.1,46.0,94.28478260869566
9,23.0,1.0,13.0,1.0,0,5,13,2,503,7.4,3722.2,47.0,79.19574468085106
8,23.0,1.0,16.0,1.0,0,10,7,7,521,9.2,4793.2,49.0,97.8204081632653
11,23.0,3.0,14.0,1.0,0,11,0,11,456,7.9,3602.4,52.0,69.27692307692308
9,22.0,1.0,16.0,7.0,0,3,9,1,425,9.3,3952.500000000001,55.0,71.86363636363637
7,21.0,0.0,4.0,7.0,0,10,6,5,371,8.7,3227.7,39.0,82.76153846153845
16,23.0,1.0,14.0,1.0,0,8,6,13,580,8.7,5046.0,55.0,91.74545454545455
21,22.0,0.0,11.0,1.0,0,7,14,11,397,7.7,3056.9,55.0,55.58
6,22.0,0.0,12.0,1.0,0,3,2,2,422,7.6,3207.2,41.0,78.22439024390243
15,22.0,3.0,11.0,1.0,0,6,3,23,467,8.1,3782.7,52.0,72.74423076923077
5,18.0,3.0,10.0,1.0,0,6,9,25,375,9.3,3487.5000000000005,37.0,94.25675675675677
16,23.0,3.0,5.0,1.0,0,6,2,25,587,7.6,4461.2,48.0,92.94166666666666
19,22.0,1.0,8.0,1.0,0,2,10,2,368,8.5,3128.0,51.0,61.333333333333336
7,23.0,2.0,3.0,1.0,0,1,12,27,488,9.1,4440.8,36.0,123.35555555555555
9,21.0,3.0,10.0,7.0,0,5,7,11,523,9.2,4811.599999999999,50.0,96.23199999999999
13,22.0,1.0,7.0,1.0,0,9,11,16,389,8.2,3189.7999999999997,44.0,72.49545454545454
20,22.0,2.0,4.0,1.0,0,6,11,15,417,8.2,3419.3999999999996,49.0,69.78367346938775
18,23.0,1.0,18.0,1.0,0,3,15,26,636,7.8,4960.8,61.0,81.32459016393443
7,22.0,1.0,6.0,1.0,0,4,5,24,496,8.4,4166.400000000001,37.0,112.60540540540542
11,23.0,2.0,12.0,1.0,0,3,14,26,589,7.7,4535.3,49.0,92.55714285714286
10,17.0,3.0,22.0,7.0,0,8,11,11,467,8.2,3829.4,59.0,64.90508474576271
17,23.0,1.0,7.0,1.0,0,6,5,4,434,8.4,3645.6,49.0,74.39999999999999
9,22.0,0.0,20.0,1.0,0,7,15,13,573,7.8,4469.4,52.0,85.94999999999999
22,23.0,2.0,18.0,1.0,0,1,9,27,554,9.3,5152.200000000001,66.0,78.06363636363638
8,23.0,1.0,6.0,1.0,0,4,6,16,365,8.7,3175.4999999999995,39.0,81.4230769230769
7,22.0,2.0,7.0,1.0,0,10,5,0,546,8.4,4586.400000000001,39.0,117.60000000000001
19,23.0,0.0,7.0,1.0,0,4,4,3,467,8.3,3876.1,50.0,77.52199999999999
7,20.0,3.0,7.0,1.0,0,6,7,18,385,9.2,3541.9999999999995,38.0,93.21052631578947
17,22.0,1.0,4.0,1.0,0,4,10,9,556,8.5,4726.0,45.0,105.02222222222223
11,22.0,0.0,8.0,1.0,0,1,14,16,457,7.7,3518.9,42.0,83.78333333333333
9,18.0,3.0,4.0,1.0,0,8,4,11,345,8.3,2863.5000000000005,35.0,81.81428571428573
5,19.0,2.0,17.0,1.0,0,11,10,9,538,8.5,4573.0,44.0,103.93181818181819
14,22.0,0.0,17.0,1.0,0,11,14,22,539,7.7,4150.3,54.0,76.85740740740741
7,20.0,1.0,9.0,7.0,0,11,11,11,312,8.2,2558.3999999999996,44.0,58.145454545454534
18,23.0,1.0,12.0,1.0,0,5,13,6,639,7.4,4728.6,55.0,85.97454545454546
22,22.0,3.0,20.0,1.0,0,4,3,17,630,8.1,5103.0,68.0,75.04411764705883
5,22.0,0.0,10.0,1.0,0,9,14,16,350,7.7,2695.0,38.0,70.92105263157895
18,22.0,2.0,15.0,1.0,0,11,5,1,546,8.4,4586.400000000001,58.0,79.07586206896552
12,22.0,0.0,13.0,1.0,0,7,6,15,495,8.7,4306.5,48.0,89.71875
11,22.0,2.0,3.0,12.0,0,7,15,22,398,7.8,3104.4,50.0,62.088
17,23.0,2.0,5.0,1.0,0,10,0,6,446,7.9,3523.4,48.0,73.40416666666667
5,19.0,2.0,12.0,7.0,0,10,6,9,359,8.7,3123.2999999999997,45.0,69.40666666666667
7,17.0,2.0,21.0,1.0,0,12,10,6,423,8.5,3595.5,48.0,74.90625
20,22.0,2.0,21.0,1.0,0,6,5,25,754,8.4,6333.6,66.0,95.96363636363637
18,23.0,2.0,15.0,1.0,0,4,7,15,594,9.2,5464.799999999999,59.0,92.62372881355931
7,21.0,1.0,6.0,7.0,0,5,15,0,383,7.8,2987.4,42.0,71.12857142857143
5,21.0,0.0,20.0,1.0,0,4,12,7,561,9.1,5105.099999999999,47.0,108.6191489361702
19,23.0,1.0,9.0,12.0,0,2,11,11,648,8.2,5313.599999999999,64.0,83.02499999999999
21,22.0,2.0,18.0,1.0,0,6,5,24,575,8.4,4830.0,64.0,75.46875
23,22.0,1.0,13.0,1.0,0,7,13,13,426,7.4,3152.4,60.0,52.54
17,23.0,2.0,13.0,1.0,0,6,7,31,614,9.2,5648.799999999999,56.0,100.87142857142855
10,23.0,2.0,20.0,1.0,0,12,5,30,549,8.4,4611.6,56.0,82.35000000000001
7,23.0,3.0,10.0,1.0,0,8,12,21,544,9.1,4950.4,44.0,112.5090909090909
17,22.0,0.0,13.0,1.0,0,9,13,10,441,7.4,3263.4,53.0,61.57358490566038
10,23.0,0.0,19.0,1.0,0,7,3,3,415,8.1,3361.5,53.0,63.424528301886795
6,17.0,0.0,18.0,7.0,0,7,9,1,361,9.3,3357.3,48.0,69.94375000000001
11,23.0,3.0,19.0,1.0,0,12,11,28,510,8.2,4182.0,57.0,73.36842105263158
22,23.0,0.0,13.0,1.0,0,3,10,2,632,8.5,5372.0,59.0,91.05084745762711
5,19.0,1.0,10.0,1.0,0,11,13,6,446,7.4,3300.4,36.0,91.67777777777778
20,22.0,2.0,17.0,1.0,0,7,7,6,663,9.2,6099.599999999999,62.0,98.38064516129032
16,23.0,3.0,17.0,1.0,0,9,5,20,639,8.4,5367.6,60.0,89.46000000000001
12,23.0,2.0,11.0,1.0,0,9,9,0,526,9.3,4891.8,49.0,99.83265306122449
17,22.0,2.0,19.0,1.0,0,1,14,22,556,7.7,4281.2,61.0,70.18360655737705
10,18.0,3.0,12.0,1.0,0,4,11,11,493,8.2,4042.599999999999,44.0,91.87727272727271
9,19.0,0.0,10.0,7.0,0,11,14,20,291,7.7,2240.7000000000003,45.0,49.79333333333334
16,23.0,0.0,19.0,1.0,0,9,2,22,583,7.6,4430.8,59.0,75.09830508474576
18,22.0,2.0,18.0,1.0,0,3,11,30,566,8.2,4641.2,61.0,76.08524590163934
13,22.0,3.0,4.0,1.0,0,2,10,13,458,8.5,3893.0,43.0,90.53488372093024
23,22.0,2.0,9.0,1.0,0,9,13,0,510,7.4,3774.0,57.0,66.21052631578948
14,23.0,2.0,9.0,1.0,0,8,5,16,586,8.4,4922.400000000001,49.0,100.45714285714287
9,21.0,1.0,18.0,1.0,0,9,7,5,556,9.2,5115.2,50.0,102.304
19,22.0,3.0,18.0,12.0,0,1,8,25,794,8.9,7066.6,74.0,95.4945945945946
22,22.0,2.0,9.0,1.0,0,4,15,17,492,7.8,3837.6,56.0,68.52857142857142
15,22.0,0.0,8.0,1.0,0,12,7,26,476,9.2,4379.2,46.0,95.2
5,20.0,2.0,13.0,1.0,0,2,12,30,421,9.1,3831.1,41.0,93.44146341463414
15,22.0,3.0,13.0,1.0,0,5,15,12,658,7.8,5132.4,54.0,95.04444444444444
11,23.0,2.0,18.0,1.0,0,9,13,22,544,7.4,4025.6,55.0,73.19272727272727
14,22.0,0.0,4.0,1.0,0,8,3,17,445,8.1,3604.5,41.0,87.91463414634147
17,22.0,0.0,10.0,1.0,0,4,15,14,307,7.8,2394.6,50.0,47.891999999999996
19,23.0,0.0,3.0,1.0,0,12,10,16,384,8.5,3264.0,46.0,70.95652173913044
19,23.0,3.0,5.0,1.0,0,4,13,29,598,7.4,4425.2,51.0,86.76862745098039
18,22.0,2.0,13.0,1.0,0,7,12,2,651,9.1,5924.099999999999,56.0,105.7875
18,22.0,2.0,17.0,1.0,0,3,14,14,596,7.7,4589.2,60.0,76.48666666666666
10,23.0,2.0,10.0,1.0,0,1,7,3,413,9.2,3799.6,46.0,82.6
21,22.0,2.0,19.0,1.0,0,8,15,9,751,7.8,5857.8,65.0,90.12
11,22.0,1.0,11.0,1.0,0,11,10,15,332,8.5,2822.0,46.0,61.34782608695652
17,22.0,3.0,10.0,1.0,0,2,12,15,498,9.1,4531.8,53.0,85.5056603773585
21,22.0,3.0,7.0,1.0,0,9,10,1,594,8.5,5049.0,54.0,93.5
20,23.0,1.0,7.0,1.0,0,4,12,14,457,9.1,4158.7,52.0,79.975
18,23.0,1.0,20.0,1.0,0,4,5,31,655,8.4,5502.0,63.0,87.33333333333333
23,23.0,3.0,22.0,1.0,0,9,4,10,590,8.3,4897.0,72.0,68.01388888888889
10,18.0,1.0,13.0,1.0,0,9,5,10,278,8.4,2335.2000000000003,43.0,54.30697674418605
7,18.0,2.0,9.0,1.0,0,9,14,15,395,7.7,3041.5,37.0,82.20270270270271
17,23.0,2.0,13.0,1.0,0,1,14,8,660,7.7,5082.0,56.0,90.75
21,23.0,0.0,16.0,12.0,0,5,11,11,747,8.2,6125.4,72.0,85.07499999999999
17,22.0,1.0,21.0,1.0,0,4,2,17,548,7.6,4164.8,62.0,67.1741935483871
12,23.0,2.0,8.0,1.0,0,9,13,19,493,7.4,3648.2,46.0,79.30869565217391
8,23.0,2.0,17.0,1.0,0,12,9,9,627,9.3,5831.1,51.0,114.33529411764707
11,23.0,3.0,9.0,1.0,0,4,5,29,592,8.4,4972.8,47.0,105.80425531914894
15,23.0,1.0,13.0,1.0,0,1,14,4,432,7.7,3326.4,53.0,62.762264150943395
18,22.0,3.0,16.0,12.0,0,5,8,24,831,8.9,7395.900000000001,71.0,104.16760563380282
20,23.0,1.0,13.0,1.0,0,5,11,4,534,8.2,4378.799999999999,58.0,75.49655172413792
15,22.0,3.0,5.0,1.0,0,5,3,12,453,8.1,3669.3,46.0,79.76739130434783
10,18.0,1.0,17.0,1.0,0,12,0,25,418,7.9,3302.2000000000003,47.0,70.2595744680851
19,23.0,1.0,14.0,12.0,0,11,2,4,620,7.6,4712.0,69.0,68.28985507246377
21,23.0,2.0,12.0,12.0,0,3,13,3,664,7.4,4913.6,70.0,70.19428571428573
20,22.0,1.0,20.0,1.0,0,2,0,14,521,7.9,4115.900000000001,64.0,64.31093750000001
5,21.0,2.0,16.0,1.0,0,5,12,18,527,9.1,4795.7,45.0,106.57111111111111
5,18.0,1.0,11.0,1.0,0,6,6,5,408,8.7,3549.6,36.0,98.6
20,23.0,3.0,16.0,12.0,0,12,4,5,638,8.3,5295.400000000001,74.0,71.55945945945946
16,23.0,0.0,3.0,1.0,0,9,13,10,261,7.4,1931.4,43.0,44.91627906976744
16,22.0,3.0,9.0,1.0,0,10,6,31,467,8.7,4062.9,51.0,79.66470588235295
8,20.0,3.0,5.0,1.0,0,4,5,27,465,8.4,3906.0,37.0,105.56756756756756
15,22.0,0.0,11.0,12.0,0,3,13,25,578,7.4,4277.2,60.0,71.28666666666666
8,19.0,2.0,13.0,1.0,0,2,7,18,483,9.2,4443.599999999999,43.0,103.33953488372092
8,20.0,3.0,13.0,1.0,0,11,10,9,398,8.5,3383.0,45.0,75.17777777777778
7,18.0,0.0,3.0,1.0,0,12,4,25,306,8.3,2539.8,29.0,87.57931034482759
11,23.0,1.0,13.0,1.0,0,11,11,1,496,8.2,4067.2,49.0,83.00408163265305
21,22.0,0.0,21.0,12.0,0,4,8,3,642,8.9,5713.8,76.0,75.18157894736842
10,19.0,3.0,20.0,1.0,0,11,6,16,498,8.7,4332.599999999999,53.0,81.74716981132075
5,20.0,2.0,15.0,1.0,0,12,7,29,575,9.2,5290.0,43.0,123.02325581395348
22,23.0,0.0,21.0,1.0,0,9,11,1,510,8.2,4182.0,67.0,62.417910447761194
14,23.0,3.0,19.0,1.0,0,4,5,7,610,8.4,5124.0,60.0,85.4
13,23.0,1.0,11.0,1.0,0,11,0,11,454,7.9,3586.6000000000004,49.0,73.19591836734695
8,22.0,2.0,16.0,1.0,0,11,5,12,388,8.4,3259.2000000000003,49.0,66.51428571428572
14,23.0,0.0,15.0,1.0,0,6,12,13,539,9.1,4904.9,53.0,92.54528301886792
17,23.0,2.0,22.0,1.0,0,9,4,0,522,8.3,4332.6,65.0,66.65538461538462
14,22.0,3.0,17.0,12.0,0,3,13,12,611,7.4,4521.400000000001,68.0,66.49117647058824
10,20.0,0.0,22.0,1.0,0,12,1,10,434,8.8,3819.2,53.0,72.06037735849057
21,22.0,1.0,22.0,1.0,0,8,2,19,701,7.6,5327.599999999999,67.0,79.51641791044776
8,21.0,0.0,12.0,1.0,0,3,9,1,480,9.3,4464.0,42.0,106.28571428571429
9,19.0,2.0,22.0,1.0,0,9,9,14,633,9.3,5886.900000000001,53.0,111.07358490566038
12,22.0,1.0,8.0,1.0,0,4,14,15,356,7.7,2741.2000000000003,44.0,62.300000000000004
19,23.0,2.0,12.0,1.0,0,7,2,28,691,7.6,5251.599999999999,57.0,92.13333333333333
21,23.0,2.0,4.0,12.0,0,12,1,4,519,8.8,4567.200000000001,62.0,73.66451612903226
22,22.0,1.0,19.0,1.0,0,3,8,4,595,8.9,5295.5,65.0,81.46923076923076
20,22.0,3.0,11.0,1.0,0,10,14,30,463,7.7,3565.1,57.0,62.545614035087716
17,22.0,0.0,21.0,1.0,0,5,2,7,603,7.6,4582.8,61.0,75.12786885245902
5,17.0,1.0,8.0,1.0,0,2,2,23,317,7.6,2409.2,32.0,75.2875
20,23.0,3.0,16.0,1.0,0,9,4,5,704,8.3,5843.200000000001,63.0,92.74920634920636
13,22.0,0.0,20.0,12.0,0,11,1,26,635,8.8,5588.0,67.0,83.40298507462687
19,22.0,0.0,6.0,1.0,0,11,2,2,311,7.6,2363.6,48.0,49.24166666666667
12,23.0,1.0,10.0,1.0,0,10,13,18,554,7.4,4099.6,47.0,87.22553191489362
12,22.0,0.0,6.0,1.0,0,10,6,5,516,8.7,4489.2,41.0,109.49268292682926
11,22.0,1.0,17.0,12.0,0,10,3,23,555,8.1,4495.5,63.0,71.35714285714286
9,21.0,3.0,15.0,1.0,0,12,14,16,407,7.7,3133.9,49.0,63.957142857142856
8,20.0,2.0,16.0,1.0,0,1,15,16,410,7.8,3198.0,47.0,68.04255319148936
9,18.0,1.0,5.0,1.0,0,3,13,31,230,7.4,1702.0,34.0,50.05882352941177
7,22.0,3.0,9.0,1.0,0,2,4,18,562,8.3,4664.6,42.0,111.06190476190477
10,22.0,3.0,10.0,1.0,0,6,6,22,520,8.7,4524.0,46.0,98.34782608695652
16,23.0,0.0,7.0,12.0,0,7,3,14,453,8.1,3669.3,58.0,63.26379310344828
18,23.0,3.0,14.0,12.0,0,10,5,12,836,8.4,7022.400000000001,70.0,100.32000000000001
23,23.0,3.0,15.0,1.0,0,1,8,25,793,8.9,7057.700000000001,65.0,108.58000000000001
17,23.0,2.0,3.0,1.0,0,11,4,9,444,8.3,3685.2,46.0,80.11304347826086
7,22.0,1.0,5.0,1.0,0,2,5,11,464,8.4,3897.6,36.0,108.26666666666667
6,17.0,1.0,9.0,1.0,0,10,15,24,411,7.8,3205.7999999999997,34.0,94.28823529411764
12,23.0,3.0,6.0,1.0,0,6,9,25,385,9.3,3580.5000000000005,45.0,79.56666666666668
11,23.0,2.0,6.0,1.0,0,7,0,18,447,7.9,3531.3,43.0,82.12325581395349
10,21.0,1.0,13.0,1.0,0,5,5,5,568,8.4,4771.2,46.0,103.72173913043478
10,23.0,0.0,9.0,1.0,0,6,3,4,536,8.1,4341.599999999999,43.0,100.9674418604651
17,22.0,3.0,15.0,1.0,0,7,2,21,674,7.6,5122.4,58.0,88.31724137931033
17,22.0,0.0,14.0,1.0,0,7,12,15,620,9.1,5642.0,54.0,104.48148148148148
14,22.0,3.0,21.0,1.0,0,8,2,23,696,7.6,5289.599999999999,61.0,86.71475409836064
16,22.0,3.0,5.0,1.0,0,1,15,25,583,7.8,4547.4,47.0,96.7531914893617
17,23.0,3.0,22.0,1.0,0,1,0,31,701,7.9,5537.900000000001,66.0,83.90757575757577
17,23.0,2.0,8.0,1.0,0,3,1,22,602,8.8,5297.6,51.0,103.87450980392157
7,17.0,0.0,11.0,1.0,0,12,13,8,359,7.4,2656.6,36.0,73.79444444444444
17,22.0,3.0,14.0,1.0,0,1,13,16,616,7.4,4558.400000000001,57.0,79.97192982456141
21,22.0,2.0,5.0,12.0,0,7,3,8,716,8.1,5799.599999999999,62.0,93.54193548387096
9,17.0,1.0,20.0,1.0,0,12,11,25,524,8.2,4296.799999999999,48.0,89.51666666666665
21,23.0,3.0,21.0,12.0,0,4,13,9,677,7.4,5009.8,80.0,62.6225
16,22.0,2.0,5.0,1.0,0,12,4,25,446,8.3,3701.8,46.0,80.47391304347826
17,23.0,3.0,11.0,1.0,0,3,10,30,686,8.5,5831.0,55.0,106.01818181818182
11,22.0,1.0,4.0,1.0,0,7,10,0,396,8.5,3366.0,39.0,86.3076923076923
8,23.0,1.0,20.0,1.0,0,2,1,10,388,8.8,3414.4,53.0,64.42264150943396
17,23.0,2.0,22.0,1.0,0,1,8,30,513,8.9,4565.7,65.0,70.24153846153845
21,23.0,1.0,6.0,12.0,0,8,9,7,520,9.3,4836.0,63.0,76.76190476190476
23,22.0,0.0,16.0,1.0,0,10,2,10,603,7.6,4582.8,62.0,73.91612903225807
8,18.0,2.0,17.0,1.0,0,8,13,14,414,7.4,3063.6000000000004,46.0,66.60000000000001
11,22.0,2.0,12.0,1.0,0,9,10,28,484,8.5,4114.0,48.0,85.70833333333333
23,22.0,0.0,13.0,1.0,0,10,1,11,447,8.8,3933.6,59.0,66.67118644067797
6,20.0,0.0,14.0,1.0,0,1,2,15,445,7.6,3382.0,41.0,82.48780487804878
16,22.0,3.0,6.0,1.0,0,7,0,24,595,7.9,4700.5,48.0,97.92708333333333
8,18.0,2.0,22.0,7.0,0,3,6,17,521,8.7,4532.7,57.0,79.52105263157894
21,23.0,2.0,18.0,1.0,0,1,10,8,538,8.5,4573.0,65.0,70.35384615384615
12,22.0,0.0,14.0,1.0,0,5,2,8,350,7.6,2660.0,49.0,54.285714285714285
7,18.0,1.0,16.0,1.0,0,9,13,18,429,7.4,3174.6000000000004,43.0,73.82790697674419
12,23.0,1.0,16.0,1.0,0,8,13,6,599,7.4,4432.6,53.0,83.63396226415095
16,23.0,2.0,16.0,12.0,0,9,10,5,668,8.5,5678.0,69.0,82.28985507246377
17,22.0,0.0,9.0,1.0,0,4,3,28,341,8.1,2762.1,49.0,56.36938775510204
14,23.0,1.0,11.0,1.0,0,10,15,19,531,7.8,4141.8,50.0,82.836
19,22.0,0.0,11.0,12.0,0,12,1,20,661,8.8,5816.8,64.0,90.8875
7,18.0,2.0,21.0,1.0,0,7,5,29,571,8.4,4796.400000000001,49.0,97.8857142857143
22,23.0,1.0,20.0,12.0,0,10,2,3,689,7.6,5236.4,78.0,67.13333333333333
7,23.0,3.0,11.0,1.0,0,1,0,24,561,7.9,4431.900000000001,45.0,98.48666666666668
13,23.0,0.0,8.0,12.0,0,10,14,9,587,7.7,4519.900000000001,56.0,80.7125
19,23.0,0.0,18.0,12.0,0,4,15,8,531,7.8,4141.8,72.0,57.525000000000006
8,20.0,0.0,16.0,7.0,0,1,12,13,516,9.1,4695.599999999999,51.0,92.07058823529411
22,23.0,1.0,3.0,1.0,0,5,3,3,414,8.1,3353.3999999999996,50.0,67.068
10,20.0,0.0,19.0,1.0,0,11,0,2,417,7.9,3294.3,50.0,65.88600000000001
17,22.0,2.0,19.0,12.0,0,2,0,14,682,7.9,5387.8,72.0,74.83055555555556
22,22.0,1.0,18.0,1.0,0,6,4,13,573,8.3,4755.900000000001,64.0,74.31093750000001
15,22.0,3.0,4.0,1.0,0,6,7,8,606,9.2,5575.2,45.0,123.89333333333333
12,23.0,2.0,10.0,1.0,0,8,9,8,530,9.3,4929.0,48.0,102.6875
21,22.0,2.0,5.0,1.0,0,4,13,23,459,7.4,3396.6000000000004,51.0,66.60000000000001
23,23.0,1.0,4.0,1.0,0,5,6,10,506,8.7,4402.2,52.0,84.6576923076923
20,23.0,1.0,7.0,1.0,0,5,12,4,395,9.1,3594.5,52.0,69.125
21,22.0,2.0,21.0,1.0,0,9,7,6,699,9.2,6430.799999999999,67.0,95.98208955223879
17,23.0,2.0,12.0,1.0,0,6,6,2,558,8.7,4854.599999999999,55.0,88.26545454545453
22,22.0,1.0,12.0,12.0,0,3,0,16,578,7.9,4566.2,69.0,66.1768115942029
9,17.0,1.0,12.0,1.0,0,6,11,24,493,8.2,4042.599999999999,40.0,101.06499999999997
13,22.0,1.0,16.0,1.0,0,3,4,31,661,8.3,5486.3,53.0,103.51509433962265
11,23.0,2.0,18.0,1.0,0,4,6,15,571,8.7,4967.7,55.0,90.32181818181817
11,22.0,0.0,17.0,12.0,0,1,14,16,605,7.7,4658.5,62.0,75.13709677419355
11,22.0,3.0,8.0,1.0,0,9,10,17,528,8.5,4488.0,45.0,99.73333333333333
18,22.0,0.0,18.0,1.0,0,6,6,23,478,8.7,4158.599999999999,59.0,70.48474576271185
10,21.0,1.0,6.0,7.0,0,1,12,7,326,9.1,2966.6,45.0,65.92444444444445
12,23.0,3.0,22.0,1.0,0,11,9,28,608,9.3,5654.400000000001,61.0,92.69508196721313
19,22.0,2.0,17.0,1.0,0,3,11,15,563,8.2,4616.599999999999,61.0,75.68196721311475
10,23.0,2.0,6.0,1.0,0,3,5,0,551,8.4,4628.400000000001,42.0,110.20000000000002
9,17.0,0.0,18.0,1.0,0,11,8,6,515,8.9,4583.5,45.0,101.85555555555555
10,23.0,2.0,15.0,1.0,0,8,13,11,410,7.4,3034.0,51.0,59.490196078431374
22,23.0,1.0,7.0,1.0,0,11,1,31,570,8.8,5016.0,54.0,92.88888888888889
15,22.0,1.0,5.0,1.0,0,10,0,30,477,7.9,3768.3,44.0,85.64318181818182
12,23.0,1.0,3.0,1.0,0,10,5,23,393,8.4,3301.2000000000003,40.0,82.53
11,22.0,3.0,8.0,1.0,0,4,7,12,348,9.2,3201.6,45.0,71.14666666666666
7,19.0,1.0,7.0,1.0,0,3,1,16,474,8.8,4171.200000000001,35.0,119.17714285714288
22,23.0,3.0,8.0,1.0,0,10,2,31,648,7.6,4924.8,57.0,86.4
20,22.0,3.0,11.0,1.0,0,12,13,16,598,7.4,4425.2,57.0,77.63508771929824
19,22.0,3.0,17.0,1.0,0,1,3,5,668,8.1,5410.8,62.0,87.2709677419355
15,22.0,0.0,19.0,1.0,0,7,1,17,486,8.8,4276.8,57.0,75.03157894736843
22,23.0,0.0,9.0,12.0,0,9,7,2,456,9.2,4195.2,66.0,63.56363636363636
8,23.0,1.0,18.0,1.0,0,1,5,11,610,8.4,5124.0,51.0,100.47058823529412
5,18.0,3.0,7.0,1.0,0,12,7,3,368,9.2,3385.6,34.0,99.5764705882353
11,22.0,0.0,7.0,1.0,0,1,0,17,305,7.9,2409.5,41.0,58.76829268292683
23,23.0,2.0,9.0,1.0,0,12,5,2,634,8.4,5325.6,58.0,91.82068965517242
15,22.0,1.0,3.0,12.0,0,9,2,12,440,7.6,3344.0,53.0,63.094339622641506
10,18.0,2.0,14.0,1.0,0,3,0,2,385,7.9,3041.5,45.0,67.58888888888889
9,17.0,1.0,9.0,1.0,0,9,0,5,390,7.9,3081.0,37.0,83.27027027027027
17,23.0,2.0,3.0,1.0,0,9,10,10,489,8.5,4156.5,46.0,90.3586956521739
11,22.0,3.0,3.0,1.0,0,4,5,19,501,8.4,4208.400000000001,40.0,105.21000000000001
23,23.0,1.0,22.0,1.0,0,9,15,20,590,7.8,4602.0,70.0,65.74285714285715
8,17.0,3.0,21.0,1.0,0,7,5,12,434,8.4,3645.6,50.0,72.91199999999999
21,23.0,3.0,3.0,12.0,0,5,6,12,546,8.7,4750.2,62.0,76.61612903225806
10,20.0,0.0,19.0,1.0,0,3,6,25,432,8.7,3758.4,50.0,75.168
15,22.0,1.0,6.0,1.0,0,2,1,1,289,8.8,2543.2000000000003,45.0,56.515555555555565
23,23.0,0.0,21.0,1.0,0,2,4,9,651,8.3,5403.3,68.0,79.46029411764707
5,19.0,0.0,15.0,1.0,0,7,6,13,329,8.7,2862.2999999999997,40.0,71.55749999999999
16,23.0,0.0,4.0,1.0,0,5,6,28,324,8.7,2818.7999999999997,44.0,64.06363636363636
11,22.0,1.0,12.0,1.0,0,9,7,28,404,9.2,3716.8,47.0,79.0808510638298
19,22.0,2.0,16.0,1.0,0,1,2,25,474,7.6,3602.3999999999996,60.0,60.03999999999999
18,23.0,3.0,21.0,1.0,0,6,8,25,588,8.9,5233.2,66.0,79.29090909090908
23,22.0,2.0,21.0,12.0,0,10,1,1,757,8.8,6661.6,80.0,83.27000000000001
12,23.0,2.0,3.0,12.0,0,2,8,0,424,8.9,3773.6,52.0,72.56923076923077
8,20.0,2.0,19.0,1.0,0,5,11,5,462,8.2,3788.4,50.0,75.768
17,22.0,3.0,8.0,1.0,0,3,14,17,505,7.7,3888.5,51.0,76.24509803921569
12,23.0,3.0,7.0,1.0,0,8,8,23,583,8.9,5188.7,46.0,112.79782608695652
13,22.0,0.0,20.0,1.0,0,9,13,17,631,7.4,4669.400000000001,56.0,83.38214285714287
22,23.0,3.0,19.0,1.0,0,3,11,3,589,8.2,4829.799999999999,68.0,71.02647058823528
22,22.0,1.0,22.0,12.0,0,5,7,3,682,9.2,6274.4,79.0,79.42278481012657
11,23.0,1.0,15.0,12.0,0,8,7,28,637,9.2,5860.4,62.0,94.52258064516128
11,23.0,2.0,7.0,12.0,0,5,2,31,499,7.6,3792.4,55.0,68.95272727272727
15,22.0,2.0,20.0,1.0,0,11,2,7,514,7.6,3906.4,60.0,65.10666666666667
9,21.0,1.0,3.0,1.0,0,7,14,17,450,7.7,3465.0,35.0,99.0
11,22.0,3.0,16.0,1.0,0,9,10,21,692,8.5,5882.0,53.0,110.98113207547169
16,23.0,1.0,7.0,12.0,0,9,12,20,447,9.1,4067.7,59.0,68.94406779661017
14,22.0,1.0,5.0,1.0,0,9,2,26,507,7.6,3853.2,43.0,89.6093023255814
5,22.0,3.0,20.0,1.0,0,5,3,20,448,8.1,3628.8,51.0,71.15294117647059
20,22.0,0.0,22.0,12.0,0,2,6,19,677,8.7,5889.9,76.0,77.4986842105263
22,22.0,3.0,17.0,1.0,0,2,1,29,588,8.8,5174.400000000001,65.0,79.60615384615386
6,23.0,3.0,12.0,1.0,0,9,9,3,579,9.3,5384.700000000001,45.0,119.66000000000001
21,23.0,0.0,8.0,1.0,0,4,8,8,462,8.9,4111.8,53.0,77.5811320754717
10,17.0,0.0,10.0,1.0,0,11,11,7,273,8.2,2238.6,38.0,58.91052631578947
15,23.0,1.0,11.0,1.0,0,4,11,21,368,8.2,3017.6,51.0,59.16862745098039
7,22.0,2.0,13.0,7.0,0,6,5,1,562,8.4,4720.8,51.0,92.56470588235294
